,AuthorAffiliation,Year,A,B,C,D,E,F,G,H,I,J,K,O,Total,Range
46989,Department of Interdisciplinary Oncology H Lee Moffitt Cancer Center and Research Institute SRB3 12902 Magnolia Drive Tampa Fl 33612 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
46990,Lufthansa Systems Raunheim Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
46991,Faculty of Technology Southampton Solent University Southampton Hampshire UK SO14 ORD,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
46992,Northeastern University Shenyang China,2010,0,0,0,2,0,0,0,0,8,0,0,0,18,8.8
46993,Alelo Inc Los Angeles USA CA 90066,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
46994,University of Montana,2010,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
46995,Slippery Rock University,2010,0,0,0,0,0,0,0,0,0,0,1,0,4,1.1
46996,Halmstad University Sweden,2010,0,1,1,1,0,0,0,0,0,0,0,0,4,1.1
46997,Department of Mathematics Bristol University Bristol UK BS8 1TW,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
46998,School of Computing Edinburgh Napier University Edinburgh EH10 5DT UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
46999,Center for Intelligent Systems Control and Robotics Tallahassee FL,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47000,University of Caxias do Sul,2010,0,0,0,0,0,0,0,1,1,0,0,0,2,1.1
47001,Kyoto Institute of Technology,2010,0,0,1,0,0,0,0,1,1,0,0,0,6,1.1
47002,Letterkenny Institute of Technology,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47003,University of Zaragoza,2010,0,0,1,1,0,0,0,1,0,0,0,0,3,1.1
47004,IT Science Center Ruegen gGmbH Germany,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47005,Poznan University of Economics,2010,0,0,0,0,0,0,0,0,0,1,0,0,2,1.1
47006,cole Normale Suprieure Paris Cedex 05 France 75230,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47007,Anadolu University,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47008,Informatics Institute Middle East Technical University Ankara Turkey 06531,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47009,Duquesne University Pittsburgh PA,2010,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
47010,Cal State East Bay,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47011,Akamai Technologies San Mateo CA,2010,0,1,0,0,0,0,0,0,0,0,0,0,5,1.1
47012,Silpakorn University,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47013,Osaka City University,2010,0,0,1,0,0,0,0,1,0,0,0,0,3,1.1
47014,Dipartimento di Ingegneria Universit di Ferrara Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47015,University of Pernambuco,2010,0,0,0,2,0,0,0,0,0,0,0,0,3,2.2
47016,Wakayama University,2010,1,0,0,0,0,0,0,5,0,0,0,0,15,5.5
47017,University of Hartford,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47018,Department of Computer Science Sacred Heart University Fairfield CT,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47019,La Trobe University,2010,0,0,1,0,0,0,2,6,1,0,0,0,26,6.6000000000000005
47020,Tennessee Technological University Cookeville TN,2010,0,0,0,1,0,0,0,0,0,0,0,0,5,1.1
47021,University of North Carolina,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47022,Autonomous University of Puebla,2010,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0
47023,University of Avignon Avignon France,2010,0,0,0,2,0,1,0,0,0,0,0,0,7,2.2
47024,GSF National Research Center for Environment and Health Institute for Bioinformatics Ingolstdter Landstrae 1 D85764 Neuherberg Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47025,DGA,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47026,University VersaillesSaintQuentin France,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47027,LARODEC Institut Suprieur de Gestion de Tunis Tunisia,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47028,Department of Computer Engineering Faculty of Engineering University of Guilan Rasht Iran,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47029,Department of Computer Science National Tsing Hua University HsinChu Taiwan 30043,2010,0,0,0,1,0,0,0,0,0,0,0,0,5,1.1
47030,Applied Bioinformatics Plant Research International Wageningen,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47031,Sara Bly Consulting North Plains OR,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47032,IIT Kanpur India,2010,0,0,0,0,0,0,0,0,1,0,0,0,3,1.1
47033,National High School for Computer Science Algiers Algeria,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47034,Informatique Universite Hassiba Benbouali de Chlef UHBC hay Essalam Chlef Algerie,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47035,University of Napoli Federico II Napoli Italy,2010,0,0,1,0,0,0,0,1,0,0,0,0,13,1.1
47036,Teradata San Diego CA USA,2010,0,0,0,0,0,0,0,2,0,0,0,0,2,2.2
47037,Wilfrid Laurier University,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47038,ASML Netherlands BV DR Veldhoven The Netherlands,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47039,Alma Mater Studiorum Universit di Bologna Cesena Italy 47023,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47040,The Aerospace Corporation Chantilly Virginia,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
47041,Palo Alto Research Center Inc 3333 Coyote Hill Road Palo Alto CA 94116 United States,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47042,University of Colorado,2010,0,0,0,0,0,0,0,0,1,1,1,0,11,1.1
47043,American University of Sharjah,2010,0,0,0,1,0,0,0,0,0,0,0,0,10,1.1
47044,Universidad Javeriana Cali Colombia,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47045,Department of Computer Science Rutgers University New Brunswick NJ 08903 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47046,The British University in Dubai,2010,0,0,0,0,0,0,0,0,1,0,0,0,2,1.1
47047,British University in Dubai Dubai United Arab Emirates,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47048,Department of Computer Science University of Wales Aberystwyth UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0
47049,Saint Vincent College Latrobe PA USA,2010,0,0,0,0,0,0,0,0,0,0,2,0,2,2.2
47050,Mohammad Ali Jinnah University,2010,0,0,8,0,0,0,1,0,0,0,0,0,17,8.8
47051,Portcullis Computer Security Pinner UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47052,Colgate University,2010,0,0,3,0,0,0,0,0,0,0,1,0,6,3.3000000000000003
47053,Azienda Ospedaliera San Giovanni Battista corso Bramante 88 10126 Torino Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47054,Center for VLSI and Embedded System Technologies Hyderabad India,2010,0,0,1,0,0,0,0,0,0,0,4,0,7,4.4
47055,CNR Italy,2010,0,0,0,0,0,0,0,1,0,0,0,0,9,1.1
47056,Nova Southeastern University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47057,Department of Electr &amp Computer Eng Missouri University Columbia MO,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47058,Yunnan University,2010,0,0,0,0,0,0,0,0,2,0,0,0,10,2.2
47059,Nanjing Normal University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47060,Department of Computer Engineering Boazii University Istanbul Turkey 34342,2010,0,0,0,0,0,0,0,0,2,0,0,0,10,2.2
47061,University of Greenwich London United Kingdom,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47062,University of Detroit Mercy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47063,Politehnica University of Timisoara,2010,0,0,0,2,0,0,0,0,0,0,0,0,6,2.2
47064,Institute eAustria Timisoara Romania,2010,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0
47065,University of Mainz Mainz Germany,2010,0,0,0,0,0,0,0,0,2,0,0,0,3,2.2
47066,Bell Labs AlcatelLucent Centre de Villarceaux Nozay France,2010,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0
47067,University Pierre and Marie Curie Paris France,2010,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
47068,Institut fr Angewandle Mathematik der Universitt Mainz,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47069,CSIRO Sydney Australia,2010,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
47070,School of Computing Engineering and Technology University of Sunderland St Peters Way Sunderland SR6 0DD United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47071,University of CastillaLa Mancha Spain,2010,0,0,0,0,0,0,0,0,4,0,0,0,10,4.4
47072,Siemens AG Corporate Technology ZT IK 4 OttoHahnRing 6 81739 Munich Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47073,Consultant,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47074,Kent and Canterbury Hospital Canterbury UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47075,MaxPlanckInstitute for Mathematics in the Sciences Inselstr 2226 D04103 Leipzig Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
47076,Department of Radiology Erasmus MC University Medical Center sGravendijkwal 230 3015 CE Rotterdam The Netherlands,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47077,The College of New Jersey Ewing NJ,2010,0,0,0,0,0,0,0,0,0,0,4,0,5,4.4
47078,Texas A & M University College Station TX,2010,0,6,0,0,0,1,2,0,0,0,0,0,10,6.6000000000000005
47079,Gintic Institute of Manufacturing Technology 71 Nanyang Drive Singapore 638075,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47080,University of Rheims ChampagneArdenne,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47081,CReSTIC Reims France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47082,University of Angers,2010,0,0,0,3,0,0,0,4,0,0,0,0,19,4.4
47083,University of Limoges,2010,0,0,0,0,0,0,0,0,2,0,0,0,6,2.2
47084,Ort Braude College Israel,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47085,Philips The Netherlands,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47086,University Paris VI Paris France,2010,0,1,0,0,0,0,0,1,0,0,0,0,6,1.1
47087,ENS CachanBretagne Campus Ker Lann F35170 Bruz France,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47088,Department of Pure Mathematics and Mathematical Statistics Centre for Mathematical Sciences Wilberforce Road Cambridge CB3 0WB United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47089,Department of Mathematics Western Washington University Bellingham WA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47090,Department of Electrical Engineering Islamabad Pakistan,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47091,IBM Argentina Buenos Aires Argentina,2010,0,0,0,0,0,0,0,3,0,0,0,0,3,3.3000000000000003
47092,Dipartimento di Scienze e Metodi dellIngegneria Universit di Modena e Reggio Emilia Reggio Emilia Italy,2010,0,0,3,0,0,0,0,0,0,0,0,0,11,3.3000000000000003
47093,CSIRO Hobart Australia,2010,0,0,0,0,0,0,0,29,0,0,1,0,34,31.900000000000002
47094,University of Southern Queensland,2010,0,0,0,0,0,0,0,1,0,0,1,0,5,1.1
47095,National Research Council Canada Ottawa Ontario Canada,2010,0,0,0,0,0,0,0,0,2,0,0,0,12,2.2
47096,CRS4 Visual Computing Group Sardegna Ricerche Edificio 1 CP 25 09010 Pula Italy,2010,0,0,0,1,0,0,0,0,0,0,0,0,7,1.1
47097,Higher School of Economics Moscow Russia,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47098,STMicroelectronics Agrate Brianza Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47099,Department of Paediatrics St Jamess University Hospital Beckett Street Leeds West Yorkshire LS9 7TF United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0
47100,Dipartimento di Informatica Universit di Pisa Polo Universitario della Spezia 19121 La Spezia Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47101,Marketing Campaigns Milton Keynes United Kingdom,2010,0,0,0,1,0,0,0,0,0,0,0,0,3,1.1
47102,Two Cats Can Productions Bletchley United Kingdom,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,1.1
47103,NEC Tokyo Japan,2010,0,0,2,0,0,0,0,0,0,0,0,0,2,2.2
47104,Utah State University Logan,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47105,Loyola Marymount University Los Angeles CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47106,Pacific Northwest National Lab Richland WA,2010,0,0,0,0,0,0,0,3,0,6,0,0,11,6.6000000000000005
47107,Barcelona Media Barcelona Spain,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47108,Centre for Applied Research in Information Systems CARIS Kingston University Faculty of Computing Information Systems and Mathematics Kingston upon Thames Surrey KT1 2EE UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47109,University Nacional de San Luis Argentina,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47110,IBM Somers NY,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47111,National Academy of Engineering,2010,0,0,0,0,0,0,0,0,0,0,1,0,1,1.1
47112,Tingtun AS Lillesand Norway,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47113,University of Agder,2010,0,0,0,4,0,0,0,0,0,0,0,0,10,4.4
47114,Aptima Inc Washington USA DC 20036,2010,0,0,1,0,0,0,0,0,0,0,0,0,3,1.1
47115,University of Tokushima,2010,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0
47116,Southeastern Louisiana University Hammond LA,2010,0,0,0,0,0,0,0,2,1,0,1,0,11,2.2
47117,MIRACL Laboratory Facult des Sciences Economiques et de Gestion de Sfax Tunisie,2010,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0
47118,Xian Jiaotong University,2010,1,0,2,0,0,0,0,1,2,1,0,0,26,2.2
47119,Honeywell Systems and Research Center St Paul Minnesota,2010,0,0,0,3,0,0,0,0,0,0,0,0,5,3.3000000000000003
47120,Technical University of ClujNapoca,2010,0,0,0,1,0,0,0,2,3,0,0,0,39,3.3000000000000003
47121,Indian Institute of Management Calcutta,2010,0,1,0,0,1,0,0,0,0,0,0,0,9,1.1
47122,Institut fr Mathematik TU Ilmenau Postfach 100565 D98684 Ilmenau Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0
47123,Kanazawa University,2010,0,0,0,0,0,0,0,1,0,0,0,0,3,1.1
47124,UBIA UR875 INRA F31320 Castanet Tolosan France,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47125,UBIA UR INRA Castanet Tolosan France,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47126,University of California Merced,2010,0,0,3,0,0,0,0,0,4,0,0,0,21,4.4
47127,University at Buffalo Center for Unified Biometrics and Sensors 216C Southlake Vlg Buffalo NY 14261 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47128,Lappeenranta University of Technology,2010,0,0,0,3,0,0,0,0,0,0,2,0,7,3.3000000000000003
47129,Saint Marys University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47130,TNO The Netherlands,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47131,Department of Computer Science Irving K Barber School of Arts and Sciences University of British Columbia Okanagan Kelowna Canada,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47132,Communications Research Laboratory Ministry of Posts and Telecommunications Kobe Japan,2010,0,0,0,0,0,0,0,0,1,0,0,0,4,1.1
47133,University of Venice,2010,0,0,0,0,0,0,0,1,0,0,0,0,1,1.1
47134,MITRE,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47135,State University of Maringa,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47136,The American University in Cairo,2010,0,0,0,0,0,0,0,0,1,0,0,0,1,1.1
47137,School of Mathematical and Computer Sciences Heriot Watt University Edinburgh Scotland EH14 4AS,2010,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
47138,Haifa University Campus Haifa Israel,2010,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1
47139,Database Laboratory University of A Corua A Corua Spain 15071,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47140,NTU,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47141,Federal University of Santa Maria,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
47142,United Technologies Research Center East Hartford CT,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47143,Missouri University of Science and Technology Rolla USA 654090040,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47144,Department of Mathematics California State University Los Angeles CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47145,Emeritus of the University of Leiden TD Haarlem The Netherlands,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47146,Systematic AS Denmark,2010,0,0,1,1,0,0,0,0,0,0,0,0,3,1.1
47147,College of Business Administration Louisiana State University in Shreveport Shreveport LA 71115 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0
47148,Guizhou Academy of Sciences Guiyang China,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47149,Renmin University of China,2010,2,0,2,0,0,0,0,8,0,0,0,0,23,8.8
47150,Beijing University of Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47151,LIP CNRSENS LyonINRIAUCBLUniversit de Lyon Lyon,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47152,LITIS Universit de Rouen SaintEtienne du Rouvray France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47153,Ecole Nationale Suprieure de Lyon LYON Cedex France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47154,LARODEC Institut Suprieur de Gestion de Tunis Le Bardo Tunisie,2010,0,0,0,0,0,0,0,0,0,1,0,0,6,1.1
47155,Mixed Reality Lab Nottingham United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47156,Autonomous University of Barcelona,2010,0,0,0,0,0,0,0,2,0,0,0,0,2,2.2
47157,IBM Systems and Technology Group Rchester MN,2010,0,1,0,0,0,0,0,1,0,0,0,0,8,1.1
47158,Carlos III University of Madrid Spain,2010,0,0,0,0,3,0,0,0,2,0,0,0,14,3.3000000000000003
47159,University of Southern Brittany,2010,0,1,0,0,0,0,0,0,0,0,0,0,4,1.1
47160,National Institute of Aerospace,2010,0,0,0,0,0,0,1,0,0,0,0,0,2,1.1
47161,University of Evora,2010,0,0,3,0,0,0,0,0,0,0,0,0,3,3.3000000000000003
47162,IST Instituto Superior Tcnico Av Rovisco Pais 1049001 Lisboa IST Portugal,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47163,University NebraskaLincoln CEEN Peter Kiewit Institute 200D1110S 67th Street Omaha NE USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47164,AT&T LabsResearch Middletown USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47165,University of Extremadura,2010,0,0,0,0,0,0,0,0,1,0,0,0,9,1.1
47166,Universidade de Vigo Vigo Spain,2010,0,1,0,0,0,0,0,0,0,0,0,0,1,1.1
47167,Universidad Central de Las Villas Santa Clara Cuba,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47168,University of Palermo,2010,0,0,0,0,0,0,4,0,2,0,0,0,6,4.4
47169,Intel Corporation Chandler AZ USA,2010,0,0,1,0,0,0,0,0,0,0,0,0,3,1.1
47170,University of Gottingen,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47171,US Air Force Research Laboratory Information Directorate Rome Research Site Rome NY USA 13441,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47172,Louisiana State University Shreveport LA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47173,Karolinska Institutet,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47174,General Electric Company 1755 Jefferson Davis Highway Arlington Va,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47175,Yanshan University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47176,Ecole Centrale Paris ChatenayMalabry Cedex France,2010,0,0,0,0,0,0,0,4,0,0,0,0,6,4.4
47177,Kalemun Research Inc Ottawa Canada K1V1R9,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47178,Ericsson Research NomadicLab Jorvas Finland,2010,0,0,1,2,0,0,0,0,0,0,0,0,4,2.2
47179,Dipartimento di Matematica Universit di Parma Parma Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47180,Miguel Hernndez University UMH,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47181,STMicroelectronics Via Olivetti 2 20041 Agrate Brianza MI Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47182,College of Business and Economics California State UniversityFullerton Fullerton CA 92834 USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47183,Netanya Academic College,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47184,Robert Bosch GmbH Stuttgart Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47185,Technical University of Kosice,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47186,The Chinese University of Hong Kong,2010,0,0,0,0,0,0,0,0,0,0,0,0,15,0.0
47187,Georgian Court University Lakewood NJ,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47188,Universit Joseph Fourier Grenoble Cedex 9 France 38041,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47189,International Institute of Information Technology India,2010,0,0,0,1,0,0,0,1,0,0,0,0,10,1.1
47190,University of Osnabruck,2010,1,0,0,4,0,0,0,0,0,0,0,0,12,4.4
47191,CIBIV Vienna,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47192,Technicolor Paris France,2010,0,0,11,0,0,0,0,0,0,0,0,0,11,12.100000000000001
47193,Department of Mathematics and Computer Science University of MD Eastern Shore Princess Anne MD USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47194,South Dakota State University Brookings SD,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47195,Korea University of Technology and Education,2010,0,0,0,0,0,0,0,2,0,0,0,0,3,2.2
47196,Cadence Design Systems Noida India,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47197,INRIA SaclayIledeFrance Orsay France 91405,2010,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0
47198,Pontifical Catholic University of Chile,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47199,Saint Louis University,2010,0,0,0,0,0,0,0,1,3,0,0,0,12,3.3000000000000003
47200,Department of Computer and Information Sciences University of Alabama at Birmingham,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47201,HONDA Research Institute Japan Honcho Wako Japan,2010,0,0,0,0,0,0,0,0,2,0,0,0,2,2.2
47202,Shinshu University,2010,0,0,0,0,0,0,0,1,1,0,1,0,4,1.1
47203,Jordan University of Science and Technology,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47204,University of Central Greece Lamia Greece,2010,0,0,0,0,0,0,0,1,1,1,0,0,7,1.1
47205,UNED Madrid Spain,2010,0,0,0,0,0,0,0,3,0,0,0,0,3,3.3000000000000003
47206,Federal University of Ceara,2010,0,0,0,0,0,0,0,4,0,0,0,0,9,4.4
47207,School of Computing Science Middlesex University The Burroughs Hendon London UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47208,Tianjin Polytechnic University,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47209,British Columbia Cancer Agency,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47210,INSA Lyon France,2010,0,0,0,1,0,0,0,0,2,0,1,0,14,2.2
47211,Verimag Laboratory Centre Equation Gieres France,2010,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0
47212,IBM Canada Ltd North York Ont Canada,2010,0,0,0,0,0,0,0,2,0,0,0,0,2,2.2
47213,Kumamoto University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47214,Hipbone Inc San Carlos CA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47215,New Bulgarian University,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47216,Brain Science Institute RIKEN 21 Hirosawa Wakoshi Saitama 3510198 Japan,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47217,FBKIrst Trento Italy 38050,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47218,Sunchon National University,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47219,University of the Western Cape,2010,0,0,0,1,0,0,0,0,0,0,0,0,2,1.1
47220,University of Oradea,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47221,Hofstra University Hempstead NY,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47222,Gifu University,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47223,Wharton School University of Pennsylvania,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47224,Department of Computer Science & Eng Indian Institute of Technol Kharagpur India,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0
47225,BBN,2010,1,0,0,0,0,0,0,0,0,0,0,0,2,1.1
47226,UBC,2010,0,0,0,0,0,0,0,5,0,0,0,0,6,5.5
47227,US Army CERDEC Fort Monmouth NJ,2010,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0
47228,ENS France,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47229,National Taiwan Ocean University,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47230,IRCCS Fondazione Santa Lucia Rome Italy,2010,0,0,0,0,0,0,0,1,0,0,0,0,2,1.1
47231,Google USA,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
47232,Tufts Medical Center Boston MA USA,2010,0,0,0,0,0,0,0,0,3,0,0,0,4,3.3000000000000003
47233,Dipartimento di Matematica Universit di Messina Messina Italy,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47234,ENPC,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47235,CSIRO ICT Centre Marsfield NSW Australia,2010,0,0,0,0,0,0,0,1,0,0,0,0,5,1.1
47236,St Petersburg Institute for Informatics and Automation of the Russian Academy of Sciences StPetersburg Russia,2010,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0
47237,Institute of Computer Vision and Applied Computer Sciences IBaI Krnerstr 10 04107 Leipzig Germany,2010,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
47238,The University of Alabama at Birmingham,2010,0,0,2,0,0,0,0,0,0,0,0,0,13,2.2
47239,School of Computing and Mathematics and Computer Science Research Institute University of Ulster Newtownabbey Northern Ireland UK,2010,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0
